age,year,Dx,sex,country,Nx,Mx
19,1985,10,f,Argentina,234831,4.258381559504495
20,1985,9,f,Argentina,235663,3.8190127427725185
21,1985,8,f,Argentina,236457,3.383278989414566
22,1985,8,f,Argentina,235352,3.3991638057037967
23,1985,7,f,Argentina,233109,3.00288706141762
24,1985,7,f,Argentina,231244,3.0271055681444707
25,1985,7,f,Argentina,230017,3.0432533247542572
26,1985,6,f,Argentina,226909,2.644231828618521
27,1985,6,f,Argentina,224857,2.6683625593154763
28,1985,6,f,Argentina,224563,2.671856004773716
29,1985,7,f,Argentina,222764,3.142338977572678
30,1985,7,f,Argentina,220504,3.174545586474622
31,1985,7,f,Argentina,218593,3.202298335262337
32,1985,8,f,Argentina,216417,3.696567275214054
33,1985,8,f,Argentina,213673,3.744038788241846
34,1985,9,f,Argentina,210526,4.275006412509619
35,1985,9,f,Argentina,206214,4.364398149495185
36,1985,9,f,Argentina,203060,4.43218753077908
37,1985,9,f,Argentina,200611,4.486294370697519
38,1985,9,f,Argentina,195821,4.596034133213496
39,1985,9,f,Argentina,190173,4.7325330094177405
40,1985,9,f,Argentina,184845,4.8689442505883305
41,1985,9,f,Argentina,179823,5.004921506147712
42,1985,8,f,Argentina,175064,4.569757345884933
43,1985,8,f,Argentina,170553,4.690624028894244
44,1985,8,f,Argentina,166305,4.810438651874568
45,1985,9,f,Argentina,162387,5.5423155794490935
46,1985,9,f,Argentina,158856,5.6655083849524095
47,1985,9,f,Argentina,155957,5.770821444372487
48,1985,9,f,Argentina,153733,5.8543058419467515
49,1985,9,f,Argentina,151880,5.92573084013695
50,1985,10,f,Argentina,150048,6.664534015781617
51,1985,10,f,Argentina,148214,6.747000958074136
52,1985,11,f,Argentina,147006,7.482687781451097
53,1985,11,f,Argentina,146536,7.506687776382595
54,1985,11,f,Argentina,146492,7.508942467848073
55,1985,12,f,Argentina,146422,8.195489748808239
56,1985,12,f,Argentina,146222,8.206699402278726
57,1985,12,f,Argentina,145106,8.269816547902913
58,1985,12,f,Argentina,142179,8.440064988500412
59,1985,12,f,Argentina,138101,8.689292619170027
60,1985,12,f,Argentina,134091,8.949146475154931
61,1985,12,f,Argentina,130225,9.21482050297562
62,1985,12,f,Argentina,125989,9.5246410400908
63,1985,11,f,Argentina,121695,9.038990919922758
64,1985,11,f,Argentina,117415,9.368479325469488
65,1985,10,f,Argentina,112984,8.85081073426326
66,1985,10,f,Argentina,108276,9.235657024640734
67,1985,10,f,Argentina,103919,9.622879357961489
68,1985,9,f,Argentina,100370,8.966822755803527
69,1985,9,f,Argentina,97020,9.276437847866418
70,1985,9,f,Argentina,93147,9.662146929047635
71,1985,9,f,Argentina,88959,10.117020200317
72,1985,8,f,Argentina,84284,9.491718475630012
73,1985,8,f,Argentina,78675,10.168414362885288
74,1985,8,f,Argentina,72683,11.006700328825172
75,1985,8,f,Argentina,66960,11.947431302270012
76,1985,7,f,Argentina,61441,11.393043733012158
77,1985,6,f,Argentina,56022,10.71007818357074
78,1985,5,f,Argentina,50952,9.813157481551263
79,1985,4,f,Argentina,45964,8.702462796971544
80,1985,3,f,Argentina,40739,7.363951005179312
81,1985,3,f,Argentina,35462,8.459759742823303
82,1985,2,f,Argentina,30353,6.589134517181169
83,1985,2,f,Argentina,25486,7.847445656438829
84,1985,2,f,Argentina,20994,9.52653138992093
85,1985,2,f,Argentina,16983,11.776482364717658
86,1985,2,f,Argentina,13477,14.840097944646434
87,1985,2,f,Argentina,10473,19.096724911677647
88,1985,1,f,Argentina,7968,12.550200803212851
89,1985,1,f,Argentina,5936,16.846361185983827
90,1985,0,f,Argentina,4327,0
0,1986,0,f,Argentina,327902,0
1,1986,0,f,Argentina,325854,0
2,1986,0,f,Argentina,325706,0
3,1986,0,f,Argentina,325856,0
4,1986,0,f,Argentina,326684,0
5,1986,0,f,Argentina,326683,0
6,1986,0,f,Argentina,325861,0
7,1986,0,f,Argentina,323488,0
8,1986,0,f,Argentina,319615,0
9,1986,0,f,Argentina,313142,0
10,1986,0,f,Argentina,304448,0
11,1986,1,f,Argentina,296149,0.3376678631364617
12,1986,1,f,Argentina,287565,0.34774746579034305
13,1986,3,f,Argentina,278726,1.0763258540645653
14,1986,5,f,Argentina,271180,1.843793790102515
15,1986,7,f,Argentina,263437,2.6571817929903543
16,1986,9,f,Argentina,256058,3.514828671629084
17,1986,10,f,Argentina,249430,4.009140841117748
18,1986,10,f,Argentina,242954,4.1160054989833466
19,1986,10,f,Argentina,237833,4.204630980561991
20,1986,9,f,Argentina,235452,3.8224351460170225
21,1986,8,f,Argentina,236336,3.385011170536863
22,1986,8,f,Argentina,237160,3.3732501264968797
23,1986,7,f,Argentina,236067,2.9652598626661075
24,1986,7,f,Argentina,233819,2.9937686843241993
25,1986,7,f,Argentina,231931,3.018139015483053
26,1986,6,f,Argentina,230667,2.6011523104735397
27,1986,6,f,Argentina,227516,2.6371771655619827
28,1986,7,f,Argentina,225412,3.105424733377105
29,1986,7,f,Argentina,225059,3.1102955225074314
30,1986,7,f,Argentina,223200,3.1362007168458783
31,1986,8,f,Argentina,220879,3.6218925293939215
32,1986,8,f,Argentina,218907,3.6545199559630346
33,1986,9,f,Argentina,216672,4.153743907842268
34,1986,9,f,Argentina,213869,4.208183514207295
35,1986,9,f,Argentina,210666,4.272165418244994
36,1986,10,f,Argentina,206300,4.847309743092584
37,1986,10,f,Argentina,203094,4.92382837503816
38,1986,9,f,Argentina,200589,4.486786414010738
39,1986,9,f,Argentina,195751,4.597677661927653
40,1986,9,f,Argentina,190056,4.735446394746812
41,1986,9,f,Argentina,184685,4.873162411673931
42,1986,9,f,Argentina,179620,5.010577886649593
43,1986,9,f,Argentina,174819,5.1481818337823695
44,1986,9,f,Argentina,170270,5.285722675750279
45,1986,9,f,Argentina,165985,5.422176702714101
46,1986,9,f,Argentina,162029,5.5545612205222525
47,1986,9,f,Argentina,158459,5.6797026360131015
48,1986,9,f,Argentina,155518,5.787111459766715
49,1986,9,f,Argentina,153244,5.872986870611574
50,1986,10,f,Argentina,151337,6.607769415278485
51,1986,10,f,Argentina,149448,6.69129061613404
52,1986,10,f,Argentina,147555,6.777133950052523
53,1986,11,f,Argentina,146284,7.519619370539498
54,1986,11,f,Argentina,145743,7.547532300007547
55,1986,11,f,Argentina,145621,7.553855556547476
56,1986,12,f,Argentina,145468,8.249236945582533
57,1986,12,f,Argentina,145177,8.265772126438762
58,1986,12,f,Argentina,143967,8.335243493300547
59,1986,12,f,Argentina,140953,8.513476123246756
60,1986,12,f,Argentina,136794,8.772314575200667
61,1986,12,f,Argentina,132699,9.043022178011892
62,1986,12,f,Argentina,128750,9.320388349514563
63,1986,12,f,Argentina,124437,9.643434026856964
64,1986,11,f,Argentina,120070,9.161322561838928
65,1986,11,f,Argentina,115716,9.50603200940233
66,1986,10,f,Argentina,111207,8.992239697141367
67,1986,10,f,Argentina,106407,9.397877959156823
68,1986,10,f,Argentina,101929,9.810750620529976
69,1986,9,f,Argentina,98216,9.16347641932068
70,1986,9,f,Argentina,94674,9.506305849546866
71,1986,9,f,Argentina,90605,9.933226643121241
72,1986,9,f,Argentina,86228,10.437444913485178
73,1986,9,f,Argentina,81397,11.056918559652075
74,1986,8,f,Argentina,75684,10.57026584218593
75,1986,8,f,Argentina,69606,11.493262075108468
76,1986,7,f,Argentina,63801,10.971614864970768
77,1986,7,f,Argentina,58172,12.033280616103967
78,1986,6,f,Argentina,52611,11.404459143525118
79,1986,4,f,Argentina,47367,8.444697785378006
80,1986,4,f,Argentina,42222,9.473734072284591
81,1986,3,f,Argentina,36952,8.118640398354621
82,1986,2,f,Argentina,31750,6.299212598425197
83,1986,2,f,Argentina,26794,7.464357692020601
84,1986,2,f,Argentina,22161,9.02486349893958
85,1986,2,f,Argentina,17965,11.13275814082939
86,1986,2,f,Argentina,14290,13.995801259622114
87,1986,2,f,Argentina,11143,17.94848783989949
88,1986,1,f,Argentina,8501,11.763321962122104
89,1986,1,f,Argentina,6346,15.75795776867318
90,1986,0,f,Argentina,4636,0
0,1987,0,f,Argentina,330517,0
1,1987,0,f,Argentina,326699,0
2,1987,0,f,Argentina,325618,0
3,1987,0,f,Argentina,325572,0
4,1987,0,f,Argentina,325784,0
5,1987,0,f,Argentina,326649,0
6,1987,0,f,Argentina,326667,0
7,1987,0,f,Argentina,325852,0
8,1987,0,f,Argentina,323479,0
9,1987,0,f,Argentina,319603,0
10,1987,0,f,Argentina,313125,0
11,1987,1,f,Argentina,304433,0.3284795012367253
12,1987,2,f,Argentina,296146,0.6753425675173732
13,1987,3,f,Argentina,287590,1.0431517090302167
14,1987,5,f,Argentina,278800,1.793400286944046
15,1987,7,f,Argentina,271325,2.5799318160877176
16,1987,9,f,Argentina,263666,3.4134093891514263
17,1987,10,f,Argentina,256380,3.9004602543100084
18,1987,10,f,Argentina,249845,4.002481538553903
19,1987,9,f,Argentina,243453,3.696812115685574
20,1987,9,f,Argentina,238403,3.775120279526684
21,1987,8,f,Argentina,236070,3.388825348413606
22,1987,7,f,Argentina,236983,2.95379837372301
23,1987,7,f,Argentina,237815,2.9434644576666735
24,1987,7,f,Argentina,236717,2.9571175707701602
25,1987,7,f,Argentina,234447,2.9857494444373356
26,1987,7,f,Argentina,232526,3.0104160394966586
27,1987,7,f,Argentina,231220,3.0274197733760055
28,1987,7,f,Argentina,228022,3.0698792221803157
29,1987,7,f,Argentina,225864,3.099210144157546
30,1987,8,f,Argentina,225454,3.5483956816024556
31,1987,8,f,Argentina,223539,3.5787938570003446
32,1987,9,f,Argentina,221161,4.069433580061584
33,1987,9,f,Argentina,219132,4.10711352061771
34,1987,9,f,Argentina,216840,4.150525733259546
35,1987,10,f,Argentina,213983,4.673268437212302
36,1987,10,f,Argentina,210728,4.745453855206712
37,1987,10,f,Argentina,206313,4.847004308986831
38,1987,9,f,Argentina,203054,4.432318496557566
39,1987,9,f,Argentina,200499,4.488800442894977
40,1987,9,f,Argentina,195613,4.600921206668269
41,1987,9,f,Argentina,189876,4.739935536876699
42,1987,9,f,Argentina,184464,4.8790007806401245
43,1987,9,f,Argentina,179361,5.017813236991319
44,1987,9,f,Argentina,174524,5.156883866975316
45,1987,9,f,Argentina,169940,5.2959868188772505
46,1987,9,f,Argentina,165619,5.434159124255068
47,1987,9,f,Argentina,161625,5.568445475638051
48,1987,9,f,Argentina,158017,5.695589715030661
49,1987,9,f,Argentina,155029,5.805365447754936
50,1987,9,f,Argentina,152704,5.8937552388935455
51,1987,9,f,Argentina,150740,5.970545309804963
52,1987,10,f,Argentina,148793,6.720746271666005
53,1987,10,f,Argentina,146841,6.810087101014022
54,1987,10,f,Argentina,145505,6.872616061303735
55,1987,10,f,Argentina,144892,6.901692294950722
56,1987,11,f,Argentina,144690,7.602460432649112
57,1987,11,f,Argentina,144450,7.61509172724126
58,1987,11,f,Argentina,144063,7.635548336491674
59,1987,11,f,Argentina,142754,7.70556341678692
60,1987,12,f,Argentina,139649,8.592972380754606
61,1987,12,f,Argentina,135406,8.862236533093068
62,1987,12,f,Argentina,131229,9.144320234094598
63,1987,12,f,Argentina,127198,9.434110599223258
64,1987,11,f,Argentina,122811,8.956852399215053
65,1987,11,f,Argentina,118371,9.292816652727442
66,1987,11,f,Argentina,113936,9.65454290127791
67,1987,10,f,Argentina,109335,9.146202039603056
68,1987,10,f,Argentina,104427,9.576067492123684
69,1987,10,f,Argentina,99814,10.018634660468472
70,1987,9,f,Argentina,95929,9.381938725515745
71,1987,9,f,Argentina,92195,9.761917674494278
72,1987,9,f,Argentina,87944,10.233785135995634
73,1987,9,f,Argentina,83401,10.791237515137707
74,1987,9,f,Argentina,78430,11.475200816014281
75,1987,8,f,Argentina,72603,11.018828423067918
76,1987,8,f,Argentina,66442,12.04057674362602
77,1987,7,f,Argentina,60526,11.56527773188382
78,1987,6,f,Argentina,54763,10.956302613078174
79,1987,5,f,Argentina,49059,10.191809861595223
80,1987,4,f,Argentina,43678,9.157928476578597
81,1987,3,f,Argentina,38472,7.797878976918279
82,1987,2,f,Argentina,33253,6.014494932788019
83,1987,2,f,Argentina,28186,7.095721280068119
84,1987,2,f,Argentina,23444,8.530967411704488
85,1987,2,f,Argentina,19093,10.47504320955324
86,1987,2,f,Argentina,15229,13.132838663077024
87,1987,2,f,Argentina,11909,16.794021328407087
88,1987,2,f,Argentina,9123,21.92261317549052
89,1987,1,f,Argentina,6834,14.63271875914545
90,1987,0,f,Argentina,5006,0
0,1988,0,f,Argentina,334375,0
1,1988,0,f,Argentina,329348,0
2,1988,0,f,Argentina,326469,0
3,1988,0,f,Argentina,325491,0
4,1988,0,f,Argentina,325507,0
5,1988,0,f,Argentina,325755,0
6,1988,0,f,Argentina,326638,0
7,1988,0,f,Argentina,326661,0
8,1988,0,f,Argentina,325846,0
9,1988,0,f,Argentina,323469,0
10,1988,0,f,Argentina,319588,0
11,1988,1,f,Argentina,313111,0.31937555691112735
12,1988,2,f,Argentina,304429,0.6569676344894869
13,1988,3,f,Argentina,296169,1.012935182277686
14,1988,5,f,Argentina,287661,1.7381570668251867
15,1988,7,f,Argentina,278942,2.5094822579604363
16,1988,9,f,Argentina,271550,3.314306757503222
17,1988,9,f,Argentina,263983,3.409310448021274
18,1988,9,f,Argentina,256789,3.5048230259084305
19,1988,9,f,Argentina,250338,3.595139371569638
20,1988,8,f,Argentina,244015,3.2784869782595334
21,1988,8,f,Argentina,239014,3.3470842712142383
22,1988,7,f,Argentina,236713,2.9571675404392663
23,1988,7,f,Argentina,237634,2.9457064224816314
24,1988,7,f,Argentina,238459,2.9355151199996645
25,1988,7,f,Argentina,237339,2.9493677819490265
26,1988,7,f,Argentina,235037,2.9782544875913155
27,1988,7,f,Argentina,233075,3.0033251099431513
28,1988,7,f,Argentina,231721,3.020874241005347
29,1988,8,f,Argentina,228471,3.501538488473373
30,1988,8,f,Argentina,226262,3.535724072093414
31,1988,8,f,Argentina,225794,3.5430525168959317
32,1988,9,f,Argentina,223822,4.021052443459535
33,1988,9,f,Argentina,221389,4.065242627230802
34,1988,9,f,Argentina,219304,4.103892313865684
35,1988,9,f,Argentina,216958,4.1482683284322315
36,1988,10,f,Argentina,214048,4.671849304828823
37,1988,9,f,Argentina,210741,4.2706450097513065
38,1988,9,f,Argentina,206275,4.363107502120955
39,1988,9,f,Argentina,202966,4.434240217573387
40,1988,9,f,Argentina,200359,4.4919369731332255
41,1988,9,f,Argentina,195430,4.605229493936448
42,1988,8,f,Argentina,189653,4.21823013609065
43,1988,8,f,Argentina,184203,4.343034586841691
44,1988,8,f,Argentina,179065,4.4676514114986174
45,1988,8,f,Argentina,174193,4.592607050799975
46,1988,8,f,Argentina,169575,4.7176765443019315
47,1988,8,f,Argentina,165219,4.842058116802547
48,1988,8,f,Argentina,161186,4.9632102043601805
49,1988,9,f,Argentina,157534,5.713052420429875
50,1988,9,f,Argentina,154497,5.825355832152081
51,1988,9,f,Argentina,152118,5.916459590580996
52,1988,9,f,Argentina,150096,5.996162456028142
53,1988,9,f,Argentina,148090,6.0773853737592
54,1988,9,f,Argentina,146078,6.161092019332138
55,1988,9,f,Argentina,144676,6.220796814952031
56,1988,10,f,Argentina,143988,6.945023196377476
57,1988,10,f,Argentina,143703,6.958796963181006
58,1988,10,f,Argentina,143369,6.975008544385467
59,1988,11,f,Argentina,142879,7.698822080221726
60,1988,11,f,Argentina,141465,7.775774926660304
61,1988,11,f,Argentina,138268,7.955564555790205
62,1988,11,f,Argentina,133942,8.212509892341462
63,1988,11,f,Argentina,129685,8.482091221035587
64,1988,11,f,Argentina,125573,8.759844871110827
65,1988,11,f,Argentina,121114,9.08235216407682
66,1988,11,f,Argentina,116594,9.434447741736282
67,1988,10,f,Argentina,112068,8.923153799478888
68,1988,10,f,Argentina,107361,9.314369277484374
69,1988,10,f,Argentina,102335,9.771827820393804
70,1988,9,f,Argentina,97580,9.223201475712235
71,1988,9,f,Argentina,93523,9.623301220020744
72,1988,9,f,Argentina,89606,10.043970269848002
73,1988,9,f,Argentina,85188,10.564868291308635
74,1988,9,f,Argentina,80488,11.18179107444588
75,1988,8,f,Argentina,75363,10.615288669506256
76,1988,8,f,Argentina,69425,11.523226503420958
77,1988,7,f,Argentina,63156,11.083665843308633
78,1988,6,f,Argentina,57113,10.505489118064189
79,1988,5,f,Argentina,51215,9.762764814995606
80,1988,4,f,Argentina,45407,8.809214438302464
81,1988,3,f,Argentina,39975,7.5046904315197
82,1988,2,f,Argentina,34793,5.7482827005432124
83,1988,2,f,Argentina,29683,6.737863423508405
84,1988,2,f,Argentina,24811,8.060940711781065
85,1988,2,f,Argentina,20332,9.836710603974032
86,1988,2,f,Argentina,16300.999999999998,12.269185939512914
87,1988,2,f,Argentina,12790,15.63721657544957
88,1988,2,f,Argentina,9832,20.34174125305126
89,1988,1,f,Argentina,7401,13.511687609782461
90,1988,0,f,Argentina,5444,0
0,1989,0,f,Argentina,338034,0
1,1989,0,f,Argentina,333185,0
2,1989,0,f,Argentina,329082,0
3,1989,0,f,Argentina,326314,0
4,1989,0,f,Argentina,325404,0
5,1989,0,f,Argentina,325459,0
6,1989,0,f,Argentina,325728,0
7,1989,0,f,Argentina,326619,0
8,1989,0,f,Argentina,326644,0
9,1989,0,f,Argentina,325826,0
10,1989,0,f,Argentina,323445,0
11,1989,1,f,Argentina,319563,0.3129273414006002
12,1989,2,f,Argentina,313092,0.6387898764580379
13,1989,3,f,Argentina,304432,0.9854417406842907
14,1989,5,f,Argentina,296209,1.6879973262122352
15,1989,7,f,Argentina,287757,2.4326080686134484
16,1989,9,f,Argentina,279104,3.2246044485209815
17,1989,9,f,Argentina,271786,3.311428844752857
18,1989,9,f,Argentina,264293,3.405311529249734
19,1989,9,f,Argentina,257166,3.4996850283474488
20,1989,8,f,Argentina,250769,3.1901869848346487
21,1989,8,f,Argentina,244488,3.2721442361179283
22,1989,7,f,Argentina,239513,2.9225971032887568
23,1989,7,f,Argentina,237220,2.950847314728944
24,1989,7,f,Argentina,238133,2.9395337899409153
25,1989,7,f,Argentina,238939,2.929618019661922
26,1989,7,f,Argentina,237791,2.9437615384938876
27,1989,7,f,Argentina,235454,2.972979860185004
28,1989,8,f,Argentina,233453,3.4268139625534904
29,1989,8,f,Argentina,232055,3.4474585766305403
30,1989,8,f,Argentina,228762,3.497084305959906
31,1989,9,f,Argentina,226505,3.9734222202600384
32,1989,9,f,Argentina,225988,3.982512345788272
33,1989,9,f,Argentina,223969,4.0184132625497275
34,1989,9,f,Argentina,221487,4.0634439041569035
35,1989,9,f,Argentina,219354,4.102956864246834
36,1989,9,f,Argentina,216959,4.148249208375776
37,1989,9,f,Argentina,214002,4.205568172260072
38,1989,9,f,Argentina,210649,4.272510194684048
39,1989,9,f,Argentina,206138,4.366007237869777
40,1989,8,f,Argentina,202785,3.9450649702887293
41,1989,8,f,Argentina,200133,3.997341767724463
42,1989,8,f,Argentina,195164,4.099116640364001
43,1989,8,f,Argentina,189355,4.224868632990943
44,1989,8,f,Argentina,183874,4.350805442857609
45,1989,8,f,Argentina,178704,4.476676515355001
46,1989,8,f,Argentina,173802,4.602938976536518
47,1989,8,f,Argentina,169151,4.729502042553695
48,1989,8,f,Argentina,164759,4.855576933581777
49,1989,8,f,Argentina,160685,4.9786850048231015
50,1989,8,f,Argentina,156989,5.095898438744116
51,1989,8,f,Argentina,153902,5.198113084950163
52,1989,8,f,Argentina,151468,5.2816436475031026
53,1989,8,f,Argentina,149388,5.3551824778429324
54,1989,8,f,Argentina,147325,5.43017138978449
55,1989,8,f,Argentina,145254,5.507593594668649
56,1989,9,f,Argentina,143786,6.259302018277162
57,1989,9,f,Argentina,143020,6.2928261781569015
58,1989,9,f,Argentina,142647,6.309280952280805
59,1989,10,f,Argentina,142214,7.031656517642427
60,1989,10,f,Argentina,141615,7.061398863114783
61,1989,10,f,Argentina,140094,7.138064442445787
62,1989,11,f,Argentina,136803,8.040759340072952
63,1989,11,f,Argentina,132398,8.30828260245623
64,1989,11,f,Argentina,128062.99999999999,8.589522344471082
65,1989,11,f,Argentina,123874,8.87999095855466
66,1989,10,f,Argentina,119335,8.37977123224536
67,1989,10,f,Argentina,114729,8.716192070008455
68,1989,10,f,Argentina,110102,9.082487148280686
69,1989,9,f,Argentina,105279,8.548713418630497
70,1989,9,f,Argentina,100129,8.98840495760469
71,1989,9,f,Argentina,95234,9.450406367473802
72,1989,9,f,Argentina,91013,9.888697219078594
73,1989,9,f,Argentina,86921,10.354229702833608
74,1989,9,f,Argentina,82337,10.93068729732684
