age,year,Dx,sex,country,Nx,Mx
80,2018,14,m,Argentina,58431,23.9598843079872
81,2018,13,m,Argentina,52620,24.705435195743064
82,2018,12,m,Argentina,46946,25.561283176415458
83,2018,12,m,Argentina,41283,29.067654966935542
84,2018,13,m,Argentina,35782,36.33111620367783
85,2018,14,m,Argentina,30639,45.69339730408956
86,2018,16,m,Argentina,25936,61.69031462060457
87,2018,15,m,Argentina,21747,68.97503103876397
88,2018,9,m,Argentina,18099,49.72650422675286
89,2018,3,m,Argentina,14959,20.05481649842904
90,2018,1,m,Argentina,12207,8.192020971573687
0,2019,0,m,Argentina,332645,0
1,2019,0,m,Argentina,355000,0
2,2019,0,m,Argentina,368295,0
3,2019,0,m,Argentina,381725,0
4,2019,0,m,Argentina,391441,0
5,2019,0,m,Argentina,387631,0
6,2019,0,m,Argentina,377899,0
7,2019,0,m,Argentina,379101,0
8,2019,0,m,Argentina,383593,0
9,2019,0,m,Argentina,379729,0
10,2019,1,m,Argentina,376906,0.26531814298525364
11,2019,2,m,Argentina,370176,0.540283540802213
12,2019,4,m,Argentina,362990,1.1019587316455
13,2019,9,m,Argentina,361856,2.487177219667492
14,2019,18,m,Argentina,358482,5.02117261117713
15,2019,30,m,Argentina,355008,8.450513791238507
16,2019,45,m,Argentina,354587,12.69082058845925
17,2019,58,m,Argentina,355224,16.32772560412585
18,2019,70,m,Argentina,356575,19.631213629671176
19,2019,77,m,Argentina,358409,21.483835506362844
20,2019,80,m,Argentina,357004,22.408712507422887
21,2019,81,m,Argentina,354706,22.83581332145495
22,2019,80,m,Argentina,355806,22.48416271788559
23,2019,78,m,Argentina,359240,21.712504175481573
24,2019,74,m,Argentina,362327,20.423540061877805
25,2019,71,m,Argentina,362024,19.611959428104214
26,2019,67,m,Argentina,358827,18.671950549986484
27,2019,63,m,Argentina,355664,17.713347429034144
28,2019,60,m,Argentina,352606,17.016159679642435
29,2019,57,m,Argentina,347392,16.40797715549005
30,2019,55,m,Argentina,342345,16.065664753392046
31,2019,52,m,Argentina,337618,15.402022404018743
32,2019,51,m,Argentina,332642,15.331798149361777
33,2019,49,m,Argentina,328781,14.903537613183243
34,2019,47,m,Argentina,326406,14.399245111915835
35,2019,45,m,Argentina,324721,13.85805044946277
36,2019,44,m,Argentina,323207,13.61356653785345
37,2019,42,m,Argentina,323118,12.998347352979406
38,2019,40,m,Argentina,322916,12.387122347607427
39,2019,39,m,Argentina,322127,12.107026110819646
40,2019,37,m,Argentina,319986,11.563005881507316
41,2019,36,m,Argentina,315460,11.411906422367336
42,2019,34,m,Argentina,307513,11.056443142241141
43,2019,33,m,Argentina,297435,11.09486106208079
44,2019,32,m,Argentina,287409,11.133958922650299
45,2019,31,m,Argentina,276817,11.198734181787968
46,2019,30,m,Argentina,266272,11.266674678524216
47,2019,30,m,Argentina,257291,11.659949240354306
48,2019,29,m,Argentina,248634,11.663730624130247
49,2019,28,m,Argentina,240749,11.630370219606313
50,2019,28,m,Argentina,233905,11.970671853957803
51,2019,27,m,Argentina,227338,11.876589043626671
52,2019,27,m,Argentina,221782,12.174116925629672
53,2019,27,m,Argentina,218636,12.349292888636821
54,2019,27,m,Argentina,218265,12.370283829290083
55,2019,26,m,Argentina,217494,11.954352763754402
56,2019,26,m,Argentina,214781,12.105353825524604
57,2019,27,m,Argentina,210628,12.818808515487019
58,2019,27,m,Argentina,206338,13.085326018474541
59,2019,27,m,Argentina,202254,13.349550565130974
60,2019,27,m,Argentina,196186,13.762449919973902
61,2019,27,m,Argentina,190947,14.140049333061006
62,2019,27,m,Argentina,187063,14.433640003635139
63,2019,27,m,Argentina,181617,14.866449726622507
64,2019,26,m,Argentina,175589,14.807305696826111
65,2019,25,m,Argentina,169648,14.73639535980383
66,2019,23,m,Argentina,163373,14.078213658315633
67,2019,22,m,Argentina,156489,14.058496124328228
68,2019,21,m,Argentina,149210,14.074123718249448
69,2019,20,m,Argentina,141639,14.120404690798438
70,2019,19,m,Argentina,134841,14.090669751781729
71,2019,19,m,Argentina,128096,14.83262553085186
72,2019,19,m,Argentina,120097,15.82054505941031
73,2019,19,m,Argentina,111758,17.001020061203672
74,2019,19,m,Argentina,103578,18.343663712371352
75,2019,18,m,Argentina,95579,18.832588748574477
76,2019,18,m,Argentina,87832,20.49366973312688
77,2019,18,m,Argentina,80371,22.396137910440334
78,2019,17,m,Argentina,73222,23.217065909152986
79,2019,15,m,Argentina,66396,22.591722392915237
80,2019,14,m,Argentina,59870,23.383998663771504
81,2019,13,m,Argentina,53740,24.190547078526237
82,2019,12,m,Argentina,47999,25.000520844184255
83,2019,12,m,Argentina,42450,28.268551236749115
84,2019,12,m,Argentina,36988,32.44295447172056
85,2019,13,m,Argentina,31750,40.94488188976378
86,2019,15,m,Argentina,26909,55.74343156564718
87,2019,14,m,Argentina,22529,62.14212792400905
88,2019,9,m,Argentina,18668,48.210842082708375
89,2019,3,m,Argentina,15339,19.557989438685702
90,2019,0,m,Argentina,12503,0
0,2020,0,m,Argentina,294198,0
1,2020,0,m,Argentina,332123,0
2,2020,0,m,Argentina,354860,0
3,2020,0,m,Argentina,368182,0
4,2020,0,m,Argentina,381634,0
5,2020,0,m,Argentina,391365,0
6,2020,0,m,Argentina,387570,0
7,2020,0,m,Argentina,377846,0
8,2020,0,m,Argentina,379053,0
9,2020,0,m,Argentina,383545,0
10,2020,1,m,Argentina,379680,0.2633796881584492
11,2020,2,m,Argentina,376851,0.530713730360275
12,2020,4,m,Argentina,370112,1.0807539339443195
13,2020,9,m,Argentina,362912,2.479940040560797
14,2020,17,m,Argentina,361755,4.699313071001092
15,2020,28,m,Argentina,358350,7.813590065578345
16,2020,40,m,Argentina,354834,11.272876894547872
17,2020,53,m,Argentina,354360,14.956541370357828
18,2020,63,m,Argentina,354940,17.749478785146785
19,2020,70,m,Argentina,356236,19.64989501341807
20,2020,74,m,Argentina,358029,20.66871677992565
21,2020,75,m,Argentina,356600,21.031968592260235
22,2020,76,m,Argentina,354293,21.45117177025795
23,2020,75,m,Argentina,355389,21.103635734364317
24,2020,72,m,Argentina,358818,20.065882982459073
25,2020,70,m,Argentina,361902,19.34225287508773
26,2020,66,m,Argentina,361600,18.25221238938053
27,2020,63,m,Argentina,358406,17.57783072828022
28,2020,60,m,Argentina,355245,16.889752142887303
29,2020,57,m,Argentina,352190,16.184445895681307
30,2020,54,m,Argentina,346976,15.56303606013096
31,2020,52,m,Argentina,341930,15.207791068347323
32,2020,49,m,Argentina,337200,14.531435349940688
33,2020,47,m,Argentina,332219,14.147294405196572
34,2020,45,m,Argentina,328348,13.704971554570152
35,2020,43,m,Argentina,325958,13.191883616907699
36,2020,42,m,Argentina,324251,12.952928441238424
37,2020,40,m,Argentina,322712,12.394952775229926
38,2020,38,m,Argentina,322591,11.77962187413784
39,2020,37,m,Argentina,322350,11.478206917946332
40,2020,35,m,Argentina,321519,10.885826343077703
41,2020,34,m,Argentina,319332,10.647226084451292
42,2020,33,m,Argentina,314760,10.484178421654594
43,2020,32,m,Argentina,306769,10.431301728662284
44,2020,31,m,Argentina,296649,10.450060509221336
45,2020,30,m,Argentina,286579,10.46831763667261
46,2020,29,m,Argentina,275940,10.509531057476263
47,2020,28,m,Argentina,265342,10.552419142088324
48,2020,27,m,Argentina,256298,10.534612053156872
49,2020,26,m,Argentina,247570,10.502080219735833
50,2020,26,m,Argentina,239604,10.851237875828451
51,2020,25,m,Argentina,232667,10.744970279412208
52,2020,25,m,Argentina,225999,11.061995849539157
53,2020,25,m,Argentina,220329,11.346667937493475
54,2020,24,m,Argentina,217044,11.05766572676508
55,2020,24,m,Argentina,216506,11.085143136910755
56,2020,24,m,Argentina,215553,11.134152621397059
57,2020,25,m,Argentina,212661,11.755799135713648
58,2020,25,m,Argentina,208331,12.000134401505298
59,2020,25,m,Argentina,203855,12.263618748620344
60,2020,26,m,Argentina,199565,13.02833663217498
61,2020,26,m,Argentina,193304,13.450316599759963
62,2020,26,m,Argentina,187848,13.840977811847877
63,2020,25,m,Argentina,183703,13.608923098697353
64,2020,25,m,Argentina,178008,14.044312615163363
65,2020,23,m,Argentina,171736,13.39264918246611
66,2020,22,m,Argentina,165550,13.289036544850498
67,2020,21,m,Argentina,159047,13.203644205800801
68,2020,20,m,Argentina,151971,13.160405603700706
69,2020,19,m,Argentina,144539,13.145241076802801
70,2020,18,m,Argentina,136851,13.152991209417541
71,2020,18,m,Argentina,129935,13.85308038634702
72,2020,17,m,Argentina,123079,13.812266917995759
73,2020,17,m,Argentina,115029,14.778881847186362
74,2020,17,m,Argentina,106665,15.937749027328552
75,2020,17,m,Argentina,98462,17.265544067762182
76,2020,17,m,Argentina,90442,18.7965768116583
77,2020,16,m,Argentina,82678,19.352185587459783
78,2020,15,m,Argentina,75206,19.945217136930562
79,2020,14,m,Argentina,68058,20.570689705839136
80,2020,13,m,Argentina,61255,21.222757325932577
81,2020,12,m,Argentina,54785,21.90380578625536
82,2020,11,m,Argentina,48746,22.565954129569604
83,2020,11,m,Argentina,43133,25.502515475390073
84,2020,11,m,Argentina,37776,29.119017365523085
85,2020,12,m,Argentina,32577,36.835804401878626
86,2020,13,m,Argentina,27659,47.00097617412054
87,2020,12,m,Argentina,23168,51.79558011049724
88,2020,8,m,Argentina,19155,41.764552336204645
89,2020,3,m,Argentina,15659,19.15831151414522
90,2020,0,m,Argentina,12681,0
0,2021,0,m,Argentina,269875,0
1,2021,0,m,Argentina,293733,0
2,2021,0,m,Argentina,331983,0
3,2021,0,m,Argentina,354741,0
4,2021,0,m,Argentina,368084,0
5,2021,0,m,Argentina,381551,0
6,2021,0,m,Argentina,391295,0
7,2021,0,m,Argentina,387508,0
8,2021,0,m,Argentina,377792,0
9,2021,0,m,Argentina,379000,0
10,2021,1,m,Argentina,383490,0.26076299251610213
11,2021,2,m,Argentina,379620,0.52684263210579
12,2021,4,m,Argentina,376782,1.061621839684486
13,2021,9,m,Argentina,370027,2.432254943558173
14,2021,16,m,Argentina,362803,4.41010686240191
15,2021,25,m,Argentina,361610,6.913525621525953
16,2021,35,m,Argentina,358156,9.772278001764594
17,2021,45,m,Argentina,354582,12.690999543124017
18,2021,53,m,Argentina,354048,14.96972161966739
19,2021,60,m,Argentina,354575,16.921666784178242
20,2021,65,m,Argentina,355834,18.266944698932647
21,2021,67,m,Argentina,357601,18.73596550345217
22,2021,69,m,Argentina,356164,19.373097786413002
23,2021,69,m,Argentina,353855,19.499512512187195
24,2021,68,m,Argentina,354941,19.158113601978922
25,2021,67,m,Argentina,358356,18.6964917568005
26,2021,64,m,Argentina,361425,17.707684858546035
27,2021,62,m,Argentina,361109,17.16933114378207
28,2021,59,m,Argentina,357909,16.484637156372152
29,2021,56,m,Argentina,354744,15.786031617166183
30,2021,53,m,Argentina,351685,15.070304391714176
31,2021,50,m,Argentina,346474,14.431097282913004
32,2021,47,m,Argentina,341427,13.76575373359459
33,2021,45,m,Argentina,336693,13.365291229695895
34,2021,42,m,Argentina,331702,12.661967669775883
35,2021,40,m,Argentina,327814,12.202041401526476
36,2021,38,m,Argentina,325397,11.67804251422109
37,2021,37,m,Argentina,323652,11.432031935535699
38,2021,35,m,Argentina,322067,10.867304008172212
39,2021,34,m,Argentina,321887,10.562713001767701
40,2021,32,m,Argentina,321581,9.950836647687519
41,2021,31,m,Argentina,320679,9.666987860134277
42,2021,30,m,Argentina,318421,9.421489160576721
43,2021,29,m,Argentina,313783,9.242055815643296
44,2021,28,m,Argentina,305738,9.158168104717111
45,2021,26,m,Argentina,295570,8.79656257400954
46,2021,25,m,Argentina,285447,8.758193289822628
47,2021,25,m,Argentina,274748,9.099247310262495
48,2021,24,m,Argentina,264078,9.08822393383773
49,2021,23,m,Argentina,254939,9.021765991080219
50,2021,22,m,Argentina,246096,8.939600806189455
51,2021,22,m,Argentina,237998,9.243775157774435
52,2021,21,m,Argentina,230913,9.09433422977485
53,2021,21,m,Argentina,224095,9.371025681072759
54,2021,21,m,Argentina,218270,9.621111467448573
55,2021,21,m,Argentina,214815,9.775853641505481
56,2021,21,m,Argentina,214072,9.809783624201204
57,2021,21,m,Argentina,212908,9.863415184023147
58,2021,22,m,Argentina,209819,10.48522774391261
59,2021,22,m,Argentina,205295,10.716286319686304
60,2021,22,m,Argentina,200609,10.966606682651326
61,2021,23,m,Argentina,196085,11.729607058163552
62,2021,23,m,Argentina,189599,12.130865669122727
63,2021,23,m,Argentina,183889,12.507545312661442
64,2021,22,m,Argentina,179440,12.260365581810076
65,2021,21,m,Argentina,173462,12.10639794306534
66,2021,20,m,Argentina,166925,11.981428785382658
67,2021,19,m,Argentina,160483,11.839260233171114
68,2021,18,m,Argentina,153755,11.706936359793177
69,2021,17,m,Argentina,146502,11.603937147615731
70,2021,16,m,Argentina,138936,11.516093741003052
71,2021,16,m,Argentina,131154,12.199399179590404
72,2021,15,m,Argentina,124135,12.08361864099569
73,2021,15,m,Argentina,117178,12.80103773745925
74,2021,15,m,Argentina,109094,13.749610427704548
75,2021,14,m,Argentina,100724,13.899368571542036
76,2021,14,m,Argentina,92516,15.132517618574084
77,2021,13,m,Argentina,84499,15.384797453224298
78,2021,13,m,Argentina,76746,16.938993563182446
79,2021,12,m,Argentina,69299,17.31626719000274
80,2021,11,m,Argentina,62206,17.68318168665402
81,2021,11,m,Argentina,55498,19.82053407329994
82,2021,10,m,Argentina,49178,20.334295823335637
83,2021,10,m,Argentina,43337,23.07497057941251
84,2021,10,m,Argentina,37969,26.337275145513445
85,2021,11,m,Argentina,32909,33.425506700294754
86,2021,11,m,Argentina,28066,39.19333000783867
87,2021,10,m,Argentina,23549,42.46464818038982
88,2021,6,m,Argentina,19479,30.80240258740182
89,2021,2,m,Argentina,15891,12.585740356176451
90,2021,0,m,Argentina,12807,0
0,1982,0,f,Argentina,328707,0
1,1982,0,f,Argentina,327244,0
2,1982,0,f,Argentina,326166,0
3,1982,0,f,Argentina,323643,0
4,1982,0,f,Argentina,319692,0
5,1982,0,f,Argentina,313185,0
6,1982,0,f,Argentina,304485,0
7,1982,0,f,Argentina,296188,0
8,1982,0,f,Argentina,287594,0
9,1982,0,f,Argentina,278709,0
10,1982,0,f,Argentina,271057,0
11,1982,0,f,Argentina,263125,0
12,1982,1,f,Argentina,255474,0.3914292648175548
13,1982,2,f,Argentina,248500,0.8048289738430584
14,1982,3,f,Argentina,241633,1.2415522714198806
15,1982,5,f,Argentina,236112,2.1176390865352035
16,1982,7,f,Argentina,233358,2.9996828906658437
17,1982,8,f,Argentina,233931,3.4198118248543374
18,1982,9,f,Argentina,234515,3.8377076093213653
19,1982,9,f,Argentina,233258,3.8583885654511314
20,1982,10,f,Argentina,230922,4.330466564467656
21,1982,9,f,Argentina,229023,3.929736314693284
22,1982,9,f,Argentina,227816,3.950556589528391
23,1982,9,f,Argentina,224772,4.004057444877476
24,1982,9,f,Argentina,222823,4.039080346283821
25,1982,8,f,Argentina,222668,3.592792857527799
26,1982,8,f,Argentina,221029,3.6194345538368267
27,1982,8,f,Argentina,218946,3.6538689905273447
28,1982,7,f,Argentina,217224,3.222480020623872
29,1982,7,f,Argentina,215244,3.2521231718421886
30,1982,7,f,Argentina,212693,3.2911285279722415
31,1982,7,f,Argentina,209734,3.337560910486616
32,1982,6,f,Argentina,205597,2.9183305203869705
33,1982,6,f,Argentina,202617,2.961252017352937
34,1982,6,f,Argentina,200335,2.9949834028003095
35,1982,6,f,Argentina,195695,3.065995554306446
36,1982,5,f,Argentina,190186,2.6290052895586427
37,1982,5,f,Argentina,184996,2.7027611407814223
38,1982,5,f,Argentina,180112,2.7760504574931155
39,1982,5,f,Argentina,175488,2.849197665937272
40,1982,5,f,Argentina,171112,2.9220627425312076
41,1982,5,f,Argentina,166992,2.9941554086423303
42,1982,5,f,Argentina,163201,3.0637067174833486
43,1982,5,f,Argentina,159797,3.12896988053593
44,1982,5,f,Argentina,157026,3.184186058359762
45,1982,6,f,Argentina,154940,3.872466761326965
46,1982,6,f,Argentina,153231,3.9156567535289857
47,1982,6,f,Argentina,151550,3.9590894094358298
48,1982,7,f,Argentina,149877,4.670496473775162
49,1982,7,f,Argentina,148848,4.702784048156508
50,1982,7,f,Argentina,148578,4.711330075785109
51,1982,8,f,Argentina,148752,5.378078950198989
52,1982,8,f,Argentina,148914,5.372228265979022
53,1982,8,f,Argentina,148966,5.37035296644872
54,1982,8,f,Argentina,148105,5.401573208196887
55,1982,8,f,Argentina,145419,5.501344391035559
56,1982,8,f,Argentina,141581,5.6504756994229455
57,1982,8,f,Argentina,137834,5.804083172511862
58,1982,8,f,Argentina,134245,5.959253603486164
59,1982,7,f,Argentina,130269,5.373496380566366
60,1982,7,f,Argentina,126207,5.5464435411664965
61,1982,7,f,Argentina,122119,5.732113757891892
62,1982,7,f,Argentina,117843,5.940106752204204
63,1982,7,f,Argentina,113266,6.180142319848851
64,1982,7,f,Argentina,109094,6.416484866262123
65,1982,7,f,Argentina,105855,6.612819422795333
66,1982,7,f,Argentina,102960,6.7987567987567985
67,1982,7,f,Argentina,99657,7.024092637747474
68,1982,7,f,Argentina,96154,7.279988352018637
69,1982,7,f,Argentina,92209,7.591449858473685
70,1982,7,f,Argentina,87225,8.025222126683863
71,1982,7,f,Argentina,81694,8.56856072661395
72,1982,7,f,Argentina,76314,9.1726288754357
73,1982,6,f,Argentina,71029,8.44725393853215
74,1982,6,f,Argentina,65810,9.11715544750038
75,1982,5,f,Argentina,61063,8.188264579205084
76,1982,5,f,Argentina,56562,8.83985714790849
77,1982,4,f,Argentina,51877,7.710546099427492
78,1982,4,f,Argentina,47034,8.504486116426415
79,1982,3,f,Argentina,42063,7.132158904500392
80,1982,3,f,Argentina,36938,8.121717472521523
81,1982,2,f,Argentina,31880,6.273525721455458
82,1982,2,f,Argentina,27102,7.379529186037931
83,1982,1,f,Argentina,22672,4.410726887791108
84,1982,1,f,Argentina,18622,5.369992482010526
85,1982,1,f,Argentina,15014,6.6604502464366595
86,1982,1,f,Argentina,11883,8.415383320710259
87,1982,1,f,Argentina,9223,10.842459069717012
88,1982,1,f,Argentina,7003,14.27959445951735
89,1982,0,f,Argentina,5215,0
90,1982,0,f,Argentina,3820,0
0,1983,0,f,Argentina,327603,0
1,1983,0,f,Argentina,327125,0
2,1983,0,f,Argentina,326911,0
3,1983,0,f,Argentina,325964,0
4,1983,0,f,Argentina,323524,0
5,1983,0,f,Argentina,319625,0
6,1983,0,f,Argentina,313149,0
7,1983,0,f,Argentina,304462,0
8,1983,0,f,Argentina,296171,0
9,1983,0,f,Argentina,287577,0
10,1983,0,f,Argentina,278690,0
11,1983,0,f,Argentina,271039,0
12,1983,1,f,Argentina,263120,0.38005472788081485
13,1983,2,f,Argentina,255495,0.7827941838392141
14,1983,4,f,Argentina,248572,1.6091917030075793
15,1983,6,f,Argentina,241774,2.481656422940432
16,1983,8,f,Argentina,236335,3.3850254934732478
17,1983,9,f,Argentina,233670,3.8515855693927334
18,1983,10,f,Argentina,234327,4.267540658993629
19,1983,10,f,Argentina,234987,4.255554562592824
20,1983,10,f,Argentina,233792,4.277306323569669
21,1983,9,f,Argentina,231502,3.887655398225501
22,1983,9,f,Argentina,229631,3.9193314491510294
23,1983,8,f,Argentina,228434,3.5021056410166613
24,1983,8,f,Argentina,225385,3.549481997470994
25,1983,7,f,Argentina,223417,3.133154594323619
26,1983,7,f,Argentina,223230,3.1357792411414236
27,1983,7,f,Argentina,221551,3.159543400842244
28,1983,7,f,Argentina,219419,3.1902433244158437
29,1983,7,f,Argentina,217644,3.216261417728033
30,1983,7,f,Argentina,215607,3.2466478361092173
31,1983,7,f,Argentina,212998,3.2864158348904686
32,1983,7,f,Argentina,209982,3.3336190721109427
33,1983,7,f,Argentina,205790,3.4015258272996745
34,1983,7,f,Argentina,202755,3.452442603141723
35,1983,7,f,Argentina,200421,3.492647976010498
36,1983,7,f,Argentina,195733,3.576300368358938
37,1983,7,f,Argentina,190181,3.680704171289456
38,1983,7,f,Argentina,184948,3.7848476328481517
39,1983,7,f,Argentina,180021,3.8884352381111094
40,1983,6,f,Argentina,175355,3.4216304068888825
41,1983,6,f,Argentina,170935,3.5101061807119667
42,1983,6,f,Argentina,166774,3.597683092088695
43,1983,7,f,Argentina,162943,4.295980803102926
44,1983,7,f,Argentina,159500,4.38871473354232
45,1983,7,f,Argentina,156691,4.467391234978397
46,1983,7,f,Argentina,154564,4.528868300509822
47,1983,8,f,Argentina,152810,5.235259472547608
48,1983,8,f,Argentina,151083,5.295102691897831
49,1983,8,f,Argentina,149359,5.356222256442531
50,1983,9,f,Argentina,148273,6.0698846047493475
51,1983,9,f,Argentina,147937,6.083670751738916
52,1983,9,f,Argentina,148041,6.079396923825157
53,1983,10,f,Argentina,148131,6.750781402947391
54,1983,10,f,Argentina,148107,6.751875333373844
55,1983,10,f,Argentina,147172,6.794770744435083
56,1983,10,f,Argentina,144417,6.924392557662879
57,1983,10,f,Argentina,140507,7.117083134648095
58,1983,10,f,Argentina,136677,7.316519970441259
59,1983,10,f,Argentina,132994,7.519136201633156
60,1983,9,f,Argentina,128924,6.980856938971797
61,1983,9,f,Argentina,124775,7.2129833700661194
62,1983,9,f,Argentina,120619,7.461511038891054
63,1983,9,f,Argentina,116299,7.738673591346443
64,1983,9,f,Argentina,111704,8.057007806345341
65,1983,8,f,Argentina,107511,7.441099050329734
66,1983,8,f,Argentina,104222,7.675922549941471
67,1983,8,f,Argentina,101231,7.902717546996473
68,1983,8,f,Argentina,97784,8.181297553792032
69,1983,8,f,Argentina,94073,8.504034101176746
70,1983,8,f,Argentina,89872,8.901548869503294
71,1983,7,f,Argentina,84623,8.271982794275788
72,1983,7,f,Argentina,78862,8.876264867743654
73,1983,7,f,Argentina,73307,9.548883462697969
74,1983,7,f,Argentina,67918,10.306546129155747
75,1983,6,f,Argentina,62642,9.578238242712557
76,1983,6,f,Argentina,57843,10.372905969607386
77,1983,5,f,Argentina,53245,9.390553103577801
78,1983,4,f,Argentina,48413,8.262243612252908
79,1983,4,f,Argentina,43380,9.220839096357768
80,1983,3,f,Argentina,38233,7.846624643632464
81,1983,2,f,Argentina,33075,6.046863189720333
82,1983,2,f,Argentina,28131,7.109594397639615
83,1983,2,f,Argentina,23543,8.495094083166972
84,1983,1,f,Argentina,19365,5.163955589981926
85,1983,1,f,Argentina,15624,6.400409626216078
86,1983,1,f,Argentina,12362,8.089305937550558
87,1983,1,f,Argentina,9594,10.423181154888471
88,1983,1,f,Argentina,7295,13.708019191226867
89,1983,0,f,Argentina,5423,0
90,1983,0,f,Argentina,3951,0
0,1984,0,f,Argentina,327227,0
1,1984,0,f,Argentina,326212,0
2,1984,0,f,Argentina,326874,0
3,1984,0,f,Argentina,326772,0
4,1984,0,f,Argentina,325894,0
5,1984,0,f,Argentina,323495,0
6,1984,0,f,Argentina,319617,0
7,1984,0,f,Argentina,313149,0
8,1984,0,f,Argentina,304462,0
9,1984,0,f,Argentina,296168,0
10,1984,0,f,Argentina,287570,0
11,1984,1,f,Argentina,278685,0.3588280675314423
12,1984,1,f,Argentina,271050,0.3689356207341819
13,1984,2,f,Argentina,263166,0.7599765927209442
14,1984,4,f,Argentina,255607,1.5649023696534132
15,1984,7,f,Argentina,248772,2.8138214911646005
16,1984,8,f,Argentina,242081,3.304679012396677
17,1984,10,f,Argentina,236756,4.223757792833128
18,1984,10,f,Argentina,234202,4.269818361926884
19,1984,10,f,Argentina,234956,4.25611603874768
20,1984,9,f,Argentina,235692,3.81854284405071
21,1984,9,f,Argentina,234554,3.837069502118915
22,1984,8,f,Argentina,232298,3.4438522931751456
23,1984,8,f,Argentina,230440,3.471619510501649
24,1984,7,f,Argentina,229237,3.0536082744059643
25,1984,7,f,Argentina,226166,3.095071761449555
26,1984,6,f,Argentina,224162,2.6766356474335526
27,1984,6,f,Argentina,223925,2.6794685720665403
28,1984,6,f,Argentina,222190,2.7003915567757324
29,1984,6,f,Argentina,219996,2.7273223149511807
30,1984,7,f,Argentina,218155,3.2087277394513074
31,1984,7,f,Argentina,216048,3.240020736132711
32,1984,7,f,Argentina,213369,3.2807015077166786
33,1984,8,f,Argentina,210285,3.8043607485079773
34,1984,8,f,Argentina,206031,3.882910824099286
35,1984,8,f,Argentina,202936,3.9421295383766313
36,1984,8,f,Argentina,200542,3.989189297005116
37,1984,8,f,Argentina,195804,4.085718371432657
38,1984,8,f,Argentina,190203,4.20603250211616
39,1984,8,f,Argentina,184923,4.326124927672599
40,1984,8,f,Argentina,179948,4.445728766087981
41,1984,8,f,Argentina,175234,4.565324080943196
42,1984,8,f,Argentina,170768,4.68471844842125
43,1984,8,f,Argentina,166564,4.802958622511467
44,1984,8,f,Argentina,162689,4.9173576578625475
45,1984,8,f,Argentina,159202,5.025062499214834
46,1984,8,f,Argentina,156348,5.116790748842326
47,1984,8,f,Argentina,154172,5.189009677503049
48,1984,9,f,Argentina,152369,5.906713307825083
49,1984,9,f,Argentina,150589,5.976532150422674
50,1984,9,f,Argentina,148811,6.047940004435156
51,1984,10,f,Argentina,147663,6.772177187243927
52,1984,10,f,Argentina,147262,6.790618082057829
53,1984,11,f,Argentina,147294,7.4680570831126865
54,1984,11,f,Argentina,147307,7.467398019102962
55,1984,11,f,Argentina,147199,7.472876853782974
56,1984,11,f,Argentina,146176,7.525175131348512
57,1984,12,f,Argentina,143335,8.371995674468902
58,1984,11,f,Argentina,139339,7.894415777348768
59,1984,11,f,Argentina,135415,8.123176900638777
60,1984,11,f,Argentina,131634,8.356503638877493
61,1984,11,f,Argentina,127477,8.629007585682123
62,1984,11,f,Argentina,123257,8.924442425176663
63,1984,10,f,Argentina,119050,8.399832003359933
64,1984,10,f,Argentina,114698,8.718547838671991
65,1984,10,f,Argentina,110073,9.084880034159148
66,1984,9,f,Argentina,105829,8.504285214827695
67,1984,9,f,Argentina,102436,8.785973681127729
68,1984,9,f,Argentina,99283,9.064996021473968
69,1984,8,f,Argentina,95621,8.366363037408101
70,1984,8,f,Argentina,91645,8.729336024878608
71,1984,8,f,Argentina,87159,9.178627565713237
72,1984,8,f,Argentina,81672,9.795278675678324
73,1984,8,f,Argentina,75751,10.560916687568481
74,1984,7,f,Argentina,70103,9.985307333495
75,1984,7,f,Argentina,64656.00000000001,10.82652808710715
76,1984,6,f,Argentina,59344,10.110541925047183
77,1984,6,f,Argentina,54450,11.019283746556473
78,1984,5,f,Argentina,49680,10.064412238325282
79,1984,4,f,Argentina,44633,8.961978804920127
80,1984,3,f,Argentina,39403,7.613633479684288
81,1984,3,f,Argentina,34203,8.771160424524165
82,1984,2,f,Argentina,29155,6.859886811867605
83,1984,2,f,Argentina,24406,8.19470621978202
84,1984,2,f,Argentina,20081,9.959663363378318
85,1984,2,f,Argentina,16224,12.32741617357002
86,1984,2,f,Argentina,12845,15.57026080186843
87,1984,1,f,Argentina,9964,10.036130068245685
88,1984,1,f,Argentina,7574,13.203063110641668
89,1984,0,f,Argentina,5638,0
90,1984,0,f,Argentina,4099,0
0,1985,0,f,Argentina,327094,0
1,1985,0,f,Argentina,325938,0
2,1985,0,f,Argentina,325986,0
3,1985,0,f,Argentina,326752,0
4,1985,0,f,Argentina,326715,0
5,1985,0,f,Argentina,325874,0
6,1985,0,f,Argentina,323493,0
7,1985,0,f,Argentina,319621,0
8,1985,0,f,Argentina,313151,0
9,1985,0,f,Argentina,304461,0
10,1985,0,f,Argentina,296161,0
11,1985,1,f,Argentina,287565,0.34774746579034305
12,1985,1,f,Argentina,278694,0.35881647972328073
13,1985,3,f,Argentina,271094,1.1066272215541473
14,1985,5,f,Argentina,263274,1.8991620896860306
15,1985,7,f,Argentina,255802,2.7364915051485132
16,1985,9,f,Argentina,249073,3.6133984815696603
17,1985,10,f,Argentina,242497,4.123762355822959
18,1985,10,f,Argentina,237286,4.214323643198503
